Id,Email__c,FinServ__NetWorth__c,FinServ__CreditRating__c,Tier__c,FinServ__LifetimeValue__c,FinServ__LastUsedChannel__c,Ownership,TickerSymbol
001am00002A9fhsAAB,info@jacobshousehold.com,356280,Fair,C,25000,Web,Private,
001am00002A9fl7AAB,info@blackhousehold.com,538992,Good,C,25000,Branch,Private,
001am00002A9fl8AAB,info@castanedahousehold.com,207952,Fair,C,25000,Branch,Private,
001am00002A9fl9AAB,info@schaeferhousehold.com,2278824,Good,C,39879,Other,Private,
001am00002A9flAAAR,info@hesterhousehold.com,3979108,Fair,C,69634,Call Center,Private,
001am00002A9flBAAR,info@jordanhousehold.com,1696960,Good,C,29696,Other,Private,
001am00002A9flCAAR,info@blackhousehold.com,1951764,Good,C,34155,Web,Private,
001am00002A9flDAAR,info@suarezhousehold.com,914180,Good,C,25000,Web,Subsidiary,
001am00002A9flEAAR,info@guzmanhousehold.com,1061164,Poor,C,25000,Call Center,Private,
001am00002A9flFAAR,info@englishhousehold.com,3943368,Good,C,69008,Call Center,Private,
001am00002A9flGAAR,info@odonnellhousehold.com,2937100,Excellent,C,51399,Web,Private,
001am00002A9flHAAR,info@christensenhousehold.com,2410740,Fair,C,42187,Other,Private,
001am00002A9flIAAR,info@santiagohousehold.com,2055632,Good,C,35973,Web,Other,
001am00002A9flJAAR,info@clarkhousehold.com,2243984,Fair,C,39269,Web,Private,
001am00002A9flKAAR,info@gonzalezhousehold.com,512252,Good,C,25000,Call Center,Private,
001am00002A9flLAAR,info@castrohousehold.com,3396276,Good,C,59434,Call Center,Subsidiary,
001am00002A9flMAAR,info@stewarthousehold.com,2458004,Good,C,43015,Branch,Private,
001am00002A9flNAAR,info@bridgeshousehold.com,1105336,Fair,C,25000,Call Center,Private,
001am00002A9flOAAR,info@richardsonhousehold.com,852232,Fair,C,25000,Call Center,Private,
001am00002A9flPAAR,info@mccoyhousehold.com,1565876,Good,C,27402,Web,Private,
001am00002A9flQAAR,info@merritthousehold.com,734444,Good,C,25000,Web,Private,
001am00002A9flRAAR,info@escobarhousehold.com,2498672,Fair,C,43726,Call Center,Private,
001am00002A9flSAAR,info@masseyhousehold.com,3837992,Fair,C,67164,Web,Private,
001am00002A9flTAAR,info@scotthousehold.com,3689096,Good,C,64559,Mobile,Private,
001am00002A9flUAAR,info@davishousehold.com,2795392,Good,C,48919,Call Center,Private,
001am00002A9flVAAR,info@hillhousehold.com,2347136,Poor,C,41074,Branch,Private,
001am00002A9flWAAR,info@whiteheadhousehold.com,837932,Good,C,25000,Branch,Private,
001am00002A9flXAAR,info@yuhousehold.com,2246388,Fair,C,39311,Branch,Private,
001am00002A9flYAAR,info@connerhousehold.com,3029812,Fair,C,53021,Other,Private,
001am00002A9flZAAR,info@bennetthousehold.com,347056,Fair,C,25000,Call Center,Private,
001am00002A9flaAAB,info@kruegerhousehold.com,501028,Good,C,25000,Other,Public,KRUE
001am00002A9flbAAB,info@kinghousehold.com,2200040,Good,C,38500,Other,Subsidiary,
001am00002A9flcAAB,info@joneshousehold.com,1902220,Good,C,33288,Call Center,Private,
001am00002A9fldAAB,info@wilsonhousehold.com,1020216,Good,C,25000,Branch,Public,WILS
001am00002A9fleAAB,info@scotthousehold.com,3439260,Fair,C,60187,Mobile,Public,SCOT
001am00002A9flfAAB,info@wanghousehold.com,3386768,Fair,C,59268,Mobile,Private,
001am00002A9flgAAB,info@williamshousehold.com,796176,Good,C,25000,Branch,Subsidiary,
001am00002A9flhAAB,info@kelleyhousehold.com,3701512,Good,C,64776,Web,Private,
001am00002A9fliAAB,info@sanchezhousehold.com,2031140,Fair,C,35544,Other,Private,
001am00002A9fljAAB,info@andersonhousehold.com,965428,Fair,C,25000,Other,Private,
001am00002A9flkAAB,info@warrenhousehold.com,3241308,Good,C,56722,Web,Private,
001am00002A9fllAAB,info@weaverhousehold.com,3023972,Good,C,52919,Mobile,Subsidiary,
001am00002A9flmAAB,info@chapmanhousehold.com,537516,Fair,C,25000,Mobile,Private,
001am00002A9flnAAB,info@russellhousehold.com,2943224,Good,C,51506,Call Center,Private,
001am00002A9floAAB,info@dicksonhousehold.com,3027296,Good,C,52977,Mobile,Private,
001am00002A9flpAAB,info@rodriguezhousehold.com,3758260,Good,C,65769,Web,Private,
001am00002A9flqAAB,info@hickshousehold.com,1695412,Fair,C,29669,Other,Private,
001am00002A9flrAAB,info@chavezhousehold.com,474928,Fair,C,25000,Branch,Private,
001am00002A9flsAAB,info@thomashousehold.com,1163736,Fair,C,25000,Branch,Private,
001am00002A9fltAAB,info@whitehousehold.com,465624,Good,C,25000,Other,Private,
001am00002A9fluAAB,info@garciahousehold.com,2764572,Fair,C,48380,Other,Private,
001am00002A9flvAAB,info@tylerhousehold.com,2592504,Good,C,45368,Mobile,Other,
001am00002A9flwAAB,info@floreshousehold.com,1539452,Fair,C,26940,Call Center,Private,
001am00002A9flxAAB,info@powellhousehold.com,1719428,Fair,C,30089,Call Center,Private,
001am00002A9flyAAB,info@gillhousehold.com,1773020,Good,C,31027,Other,Subsidiary,
001am00002A9flzAAB,info@blanchardhousehold.com,1795200,Fair,C,31416,Branch,Private,
001am00002A9fm0AAB,info@villarrealhousehold.com,3870432,Fair,C,67732,Mobile,Private,
001am00002A9fm1AAB,info@johnsonhousehold.com,2216656,Good,C,38791,Other,Private,
001am00002A9fm2AAB,info@martinezhousehold.com,2436900,Good,C,42645,Other,Private,
001am00002A9fm3AAB,info@hudsonhousehold.com,3101044,Fair,C,54268,Mobile,Private,
001am00002A9fm4AAB,info@johnsonhousehold.com,3546836,Good,C,62069,Web,Public,JOHN
001am00002A9fm5AAB,info@heberthousehold.com,1605056,Excellent,C,28088,Call Center,Private,
001am00002A9fm6AAB,info@clayhousehold.com,916216,Good,C,25000,Mobile,Subsidiary,
001am00002A9fm7AAB,info@moorehousehold.com,2470008,Fair,C,43225,Other,Public,MOOR
001am00002A9fm8AAB,info@hallhousehold.com,3211492,Excellent,C,56201,Mobile,Private,
001am00002A9fm9AAB,info@wolfhousehold.com,2968456,Fair,C,51947,Call Center,Private,
001am00002A9fmAAAR,info@aguilarhousehold.com,375096,Good,C,25000,Other,Private,
001am00002A9fmBAAR,info@reedhousehold.com,1183748,Good,C,25000,Web,Private,
001am00002A9fmCAAR,info@sharphousehold.com,1193632,Fair,C,25000,Mobile,Subsidiary,
001am00002A9fmDAAR,info@wilsonhousehold.com,2749732,Fair,C,48120,Other,Private,
001am00002A9fmEAAR,info@hamiltonhousehold.com,1252444,Fair,C,25000,Branch,Private,
001am00002A9fmFAAR,info@richardsonhousehold.com,3870916,Good,C,67741,Web,Private,
001am00002A9fmGAAR,info@wilsonhousehold.com,2941416,Fair,C,51474,Other,Private,
001am00002A9fmHAAR,info@garciahousehold.com,267016,Fair,C,25000,Web,Private,
001am00002A9fmIAAR,info@harthousehold.com,563704,Good,C,25000,Web,Private,
001am00002A9fmJAAR,info@brownhousehold.com,2054892,Good,C,35960,Call Center,Private,
001am00002A9fmKAAR,info@johnsonhousehold.com,3172008,Good,C,55510,Call Center,Other,
001am00002A9fmLAAR,info@petersonhousehold.com,3064520,Fair,C,53629,Mobile,Private,
001am00002A9fmMAAR,info@grosshousehold.com,1718864,Fair,C,30080,Other,Private,
001am00002A9fmNAAR,info@jimenezhousehold.com,2294404,Fair,C,40152,Other,Other,
001am00002A9fmOAAR,info@woodhousehold.com,2162260,Good,C,37839,Mobile,Private,
001am00002A9fmPAAR,info@dicksonhousehold.com,3061304,Good,C,53572,Branch,Private,
001am00002A9fmQAAR,info@brayhousehold.com,1589716,Good,C,27820,Web,Private,
001am00002A9fmRAAR,info@carpenterhousehold.com,323812,Good,C,25000,Branch,Private,
001am00002A9fmSAAR,info@joneshousehold.com,380896,Good,C,25000,Branch,Other,
001am00002A9fmTAAR,info@blakehousehold.com,3112576,Good,C,54470,Other,Private,
001am00002A9fmUAAR,info@elliotthousehold.com,3269368,Fair,C,57213,Web,Private,
001am00002A9fmVAAR,info@thomashousehold.com,262508,Good,C,25000,Other,Other,
001am00002A9fmWAAR,info@torreshousehold.com,1920300,Fair,C,33605,Web,Private,
001am00002A9fmXAAR,info@castrohousehold.com,1322620,Good,C,25000,Web,Private,
001am00002A9fmYAAR,info@whitehousehold.com,1729304,Fair,C,30262,Mobile,Private,
001am00002A9fmZAAR,info@diazhousehold.com,3711816,Good,C,64956,Other,Private,
001am00002A9fmaAAB,info@duranhousehold.com,2345000,Good,C,41037,Call Center,Private,
001am00002A9fmbAAB,info@smithhousehold.com,3979428,Good,C,69639,Mobile,Private,
001am00002A9fmcAAB,info@owenshousehold.com,1920704,Fair,C,33612,Branch,Private,
001am00002A9fmdAAB,info@masonhousehold.com,2888504,Fair,C,50548,Call Center,Other,
001am00002A9fmeAAB,info@huynhhousehold.com,1134832,Fair,C,25000,Web,Private,
001am00002A9fmfAAB,info@parkerhousehold.com,798788,Good,C,25000,Other,Private,
001am00002A9fmgAAB,info@williamshousehold.com,3820564,Fair,C,66859,Call Center,Public,WILL
001am00002A9fmhAAB,info@burkehousehold.com,767808,Fair,C,25000,Call Center,Private,
001am00002A9fmiAAB,info@brownhousehold.com,489068,Fair,C,25000,Mobile,Private,
001am00002A9fmjAAB,info@woodshousehold.com,3053236,Fair,C,53431,Other,Private,
001am00002A9fmkAAB,info@berryhousehold.com,529680,Fair,C,25000,Web,Private,
001am00002A9fmlAAB,info@adkinshousehold.com,1444088,Poor,C,25271,Mobile,Private,
001am00002A9fmmAAB,info@gonzalezhousehold.com,1797948,Good,C,31464,Other,Other,
001am00002A9fmnAAB,info@chavezhousehold.com,2465584,Good,C,43147,Branch,Private,
001am00002A9fmoAAB,info@nelsonhousehold.com,3882168,Excellent,C,67937,Web,Private,
001am00002A9fmpAAB,info@santiagohousehold.com,1293520,Good,C,25000,Mobile,Other,
001am00002A9fmqAAB,info@sheppardhousehold.com,3862048,Good,C,67585,Mobile,Public,SHEP
001am00002A9fmrAAB,info@greenehousehold.com,3275756,Fair,C,57325,Other,Private,
001am00002A9fmsAAB,info@conleyhousehold.com,3774256,Excellent,C,66049,Mobile,Private,
001am00002A9fmtAAB,info@mclaughlinhousehold.com,3440068,Good,C,60201,Call Center,Private,
001am00002A9fmuAAB,info@thompsonhousehold.com,665444,Fair,C,25000,Branch,Private,
001am00002A9fmvAAB,info@contrerashousehold.com,2227840,Fair,C,38987,Web,Private,
001am00002A9fmwAAB,info@jenningshousehold.com,3649664,Good,C,63869,Other,Private,
001am00002A9fmxAAB,info@hugheshousehold.com,3167080,Excellent,C,55423,Call Center,Private,
001am00002A9fmyAAB,info@grahamhousehold.com,2740112,Fair,C,47951,Call Center,Public,GRAH
001am00002A9fmzAAB,info@barajashousehold.com,2434388,Fair,C,42601,Web,Private,
001am00002A9fn0AAB,info@howardhousehold.com,356892,Good,C,25000,Web,Private,
001am00002A9fn1AAB,info@brownhousehold.com,3570732,Good,C,62487,Mobile,Private,
001am00002A9fn2AAB,info@owenshousehold.com,3315876,Good,C,58027,Mobile,Private,
001am00002A9fn3AAB,info@hayeshousehold.com,3250832,Fair,C,56889,Other,Private,
001am00002A9fn4AAB,info@johnsonhousehold.com,2412844,Good,C,42224,Call Center,Private,
001am00002A9fn5AAB,info@diazhousehold.com,1553136,Fair,C,27179,Mobile,Private,
001am00002A9fn6AAB,info@harrisonhousehold.com,1799864,Good,C,31497,Other,Private,
001am00002A9fn7AAB,info@johnsonhousehold.com,3806232,Fair,C,66609,Call Center,Private,
001am00002A9fn8AAB,info@fisherhousehold.com,2633692,Fair,C,46089,Mobile,Private,
001am00002A9fn9AAB,info@hurleyhousehold.com,3368452,Good,C,58947,Mobile,Private,
001am00002A9fnAAAR,info@alvarezhousehold.com,2399836,Good,C,41997,Mobile,Private,
001am00002A9fnBAAR,info@wrighthousehold.com,762744,Good,C,25000,Web,Private,
001am00002A9fnCAAR,info@wilkinshousehold.com,412308,Good,C,25000,Other,Other,
001am00002A9fnDAAR,info@rosaleshousehold.com,1479284,Good,C,25887,Other,Private,
001am00002A9fnEAAR,info@ellishousehold.com,1304448,Good,C,25000,Web,Private,
001am00002A9fnFAAR,info@colemanhousehold.com,2801716,Good,C,49030,Web,Public,COLE
001am00002A9fnGAAR,info@robertshousehold.com,2644620,Fair,C,46280,Call Center,Private,
001am00002A9fnHAAR,info@granthousehold.com,495768,Good,C,25000,Other,Private,
001am00002A9fnIAAR,info@jacobshousehold.com,1045696,Fair,C,25000,Web,Subsidiary,
001am00002A9fnJAAR,info@santiagohousehold.com,1912312,Fair,C,33465,Web,Other,
001am00002A9fnKAAR,info@bryanthousehold.com,3566592,Fair,C,62415,Other,Private,
001am00002A9fnLAAR,info@ricehousehold.com,531856,Good,C,25000,Branch,Private,
001am00002A9fnMAAR,info@townsendhousehold.com,747560,Good,C,25000,Branch,Private,
001am00002A9fnNAAR,info@thompsonhousehold.com,530304,Good,C,25000,Branch,Private,
001am00002A9fnOAAR,info@joneshousehold.com,1020076,Good,C,25000,Call Center,Private,
001am00002A9fnPAAR,info@mcleanhousehold.com,1043480,Good,C,25000,Branch,Private,
001am00002A9fnQAAR,info@hopkinshousehold.com,3362368,Fair,C,58841,Mobile,Private,
001am00002A9fnRAAR,info@gillespiehousehold.com,3643924,Fair,C,63768,Web,Subsidiary,
001am00002A9fnSAAR,info@martinhousehold.com,2779928,Fair,C,48648,Mobile,Private,
001am00002A9fnTAAR,info@freemanhousehold.com,1569896,Good,C,27473,Other,Subsidiary,
001am00002A9fnUAAR,info@campbellhousehold.com,3129320,Good,C,54763,Mobile,Private,
001am00002A9fnVAAR,info@mitchellhousehold.com,1539892,Good,C,26948,Other,Private,
001am00002A9fnWAAR,info@henryhousehold.com,1372872,Fair,C,25000,Other,Public,HENR
001am00002A9fnXAAR,info@huberhousehold.com,3041672,Fair,C,53229,Web,Private,
001am00002A9fnYAAR,info@foxhousehold.com,1290656,Fair,C,25000,Other,Private,
001am00002A9fnZAAR,info@grahamhousehold.com,2597940,Fair,C,45463,Web,Private,
001am00002A9fnaAAB,info@langhousehold.com,1696820,Good,C,29694,Web,Other,
001am00002A9fnbAAB,info@jacksonhousehold.com,552056,Good,C,25000,Branch,Public,JACK
001am00002A9fncAAB,info@danielhousehold.com,1143132,Fair,C,25000,Call Center,Other,
001am00002A9fndAAB,info@taylorhousehold.com,3727688,Good,C,65234,Mobile,Subsidiary,
001am00002A9fneAAB,info@farmerhousehold.com,1475292,Fair,C,25817,Call Center,Private,
001am00002A9fnfAAB,info@eatonhousehold.com,3894940,Fair,C,68161,Call Center,Private,
001am00002A9fngAAB,info@haydenhousehold.com,3874516,Good,C,67804,Call Center,Private,
001am00002A9fnhAAB,info@jacksonhousehold.com,775584,Good,C,25000,Call Center,Private,
001am00002A9fniAAB,info@bergerhousehold.com,3947440,Fair,C,69080,Branch,Private,
001am00002A9fnjAAB,info@paulhousehold.com,1163648,Good,C,25000,Branch,Private,
001am00002A9fnkAAB,info@washingtonhousehold.com,336796,Good,C,25000,Branch,Private,
001am00002A9fnlAAB,info@rangelhousehold.com,1010340,Good,C,25000,Call Center,Private,
001am00002A9fnmAAB,info@delacruzhousehold.com,1442840,Fair,C,25249,Branch,Private,
001am00002A9fnnAAB,info@brownhousehold.com,3459056,Good,C,60533,Web,Other,
001am00002A9fnoAAB,info@stouthousehold.com,1473460,Good,C,25785,Web,Private,
001am00002A9fnpAAB,info@schultzhousehold.com,395480,Excellent,C,25000,Mobile,Private,
001am00002A9fnqAAB,info@kimhousehold.com,2765928,Fair,C,48403,Other,Private,
001am00002A9fnrAAB,info@johnsonhousehold.com,750960,Fair,C,25000,Branch,Other,
001am00002A9fnsAAB,info@hugheshousehold.com,3580880,Fair,C,62665,Branch,Private,
001am00002A9fntAAB,info@rodriguezhousehold.com,3873908,Fair,C,67793,Web,Private,
001am00002A9fnuAAB,info@martinezhousehold.com,1806504,Fair,C,31613,Call Center,Private,
001am00002A9fnvAAB,info@oneillhousehold.com,1701656,Good,C,29778,Branch,Public,ONEI
001am00002A9fnwAAB,info@alvarezhousehold.com,913252,Fair,C,25000,Other,Subsidiary,
001am00002A9fnxAAB,info@parkhousehold.com,2262012,Good,C,39585,Branch,Private,
001am00002A9fnyAAB,info@vazquezhousehold.com,2183760,Good,C,38215,Web,Private,
001am00002A9fnzAAB,info@thomashousehold.com,3832580,Good,C,67070,Other,Subsidiary,
001am00002A9fo0AAB,info@richhousehold.com,3871896,Fair,C,67758,Other,Subsidiary,
001am00002A9fo1AAB,info@frenchhousehold.com,1527512,Good,C,26731,Mobile,Private,
001am00002A9fo2AAB,info@hensleyhousehold.com,1029860,Fair,C,25000,Branch,Public,HENS
001am00002A9fo3AAB,info@brownhousehold.com,1843280,Excellent,C,32257,Other,Other,
001am00002A9fo4AAB,info@huynhhousehold.com,1407140,Fair,C,25000,Branch,Private,
001am00002A9fo5AAB,info@butlerhousehold.com,1921916,Fair,C,33633,Branch,Subsidiary,
001am00002A9fo6AAB,info@parkhousehold.com,1312884,Good,C,25000,Web,Private,
001am00002A9fo7AAB,info@oconnorhousehold.com,693200,Poor,C,25000,Call Center,Subsidiary,
001am00002A9fo8AAB,info@rosehousehold.com,3824620,Good,C,66930,Call Center,Private,
001am00002A9fo9AAB,info@kerrhousehold.com,1936312,Fair,C,33885,Web,Private,
001am00002A9foAAAR,info@kinghousehold.com,340080,Good,C,25000,Mobile,Public,KING
001am00002A9foBAAR,info@garciahousehold.com,1258952,Fair,C,25000,Other,Private,
001am00002A9foCAAR,info@gutierrezhousehold.com,748508,Good,C,25000,Web,Private,
001am00002A9foDAAR,info@fullerhousehold.com,1199748,Fair,C,25000,Mobile,Subsidiary,
001am00002A9foEAAR,info@phamhousehold.com,980840,Fair,C,25000,Branch,Public,PHAM
001am00002A9foFAAR,info@wheelerhousehold.com,3837396,Fair,C,67154,Web,Private,
001am00002A9foGAAR,info@morenohousehold.com,288932,Fair,C,25000,Call Center,Private,
001am00002A9foHAAR,info@harrisonhousehold.com,2053464,Fair,C,35935,Mobile,Private,
001am00002A9foIAAR,info@russellhousehold.com,393448,Good,C,25000,Mobile,Private,
001am00002A9foJAAR,info@navarrohousehold.com,2885180,Excellent,C,50490,Mobile,Private,
001am00002A9foKAAR,info@johnsonhousehold.com,1917740,Fair,C,33560,Call Center,Private,
001am00002A9frZAAR,info@mosshousehold.com,747200,Fair,C,25000,Mobile,Private,
001am00002A9fraAAB,info@gomezhousehold.com,1606932,Fair,C,28121,Call Center,Private,
001am00002A9frbAAB,info@guerrerohousehold.com,2479636,Good,C,43393,Web,Private,
001am00002A9frcAAB,info@salazarhousehold.com,3752408,Good,C,65667,Branch,Private,
001am00002A9frdAAB,info@atkinsonhousehold.com,736480,Good,C,25000,Other,Public,ATKI
001am00002A9freAAB,info@millerhousehold.com,3165364,Fair,C,55393,Branch,Other,
001am00002A9frfAAB,info@mullinshousehold.com,3190980,Good,C,55842,Other,Subsidiary,
001am00002A9frgAAB,info@hallhousehold.com,3006040,Fair,C,52605,Mobile,Private,
001am00002A9frhAAB,info@thompsonhousehold.com,3209556,Good,C,56167,Call Center,Private,
001am00002A9friAAB,info@gillespiehousehold.com,1410232,Good,C,25000,Web,Public,GILL
001am00002A9frjAAB,info@stewarthousehold.com,2666768,Good,C,46668,Other,Private,
001am00002A9frkAAB,info@taylorhousehold.com,3282044,Fair,C,57435,Mobile,Private,
001am00002A9frlAAB,info@jarvishousehold.com,3450292,Excellent,C,60380,Call Center,Private,
001am00002A9frmAAB,info@travishousehold.com,2341796,Good,C,40981,Other,Subsidiary,
001am00002A9frnAAB,info@rogershousehold.com,2068076,Fair,C,36191,Call Center,Other,
001am00002A9froAAB,info@shepardhousehold.com,370688,Good,C,25000,Mobile,Other,
001am00002A9frpAAB,info@snyderhousehold.com,1874548,Fair,C,32804,Web,Private,
001am00002A9frqAAB,info@blackhousehold.com,3068748,Fair,C,53703,Mobile,Private,
001am00002A9frrAAB,info@bairdhousehold.com,251892,Good,C,25000,Branch,Private,
001am00002A9frsAAB,info@bakerhousehold.com,3375732,Excellent,C,59075,Call Center,Private,
001am00002A9frtAAB,info@huffmanhousehold.com,3591920,Good,C,62858,Call Center,Private,
001am00002A9fruAAB,info@freemanhousehold.com,1858288,Good,C,32520,Other,Private,
001am00002A9frvAAB,info@howardhousehold.com,1619504,Good,C,28341,Other,Public,HOWA
001am00002A9frwAAB,info@fowlerhousehold.com,1071484,Fair,C,25000,Mobile,Private,
001am00002A9frxAAB,info@ramoshousehold.com,2049260,Poor,C,35862,Mobile,Other,
001am00002A9fryAAB,info@tuckerhousehold.com,1681248,Good,C,29421,Mobile,Private,
001am00002A9frzAAB,info@lawrencehousehold.com,3459756,Good,C,60545,Web,Subsidiary,
001am00002A9fs0AAB,info@younghousehold.com,264088,Fair,C,25000,Branch,Private,
001am00002A9fs1AAB,info@fosterhousehold.com,1772584,Excellent,C,31020,Web,Private,
001am00002A9fs2AAB,info@maciashousehold.com,1356728,Good,C,25000,Mobile,Private,
001am00002A9fs3AAB,info@marquezhousehold.com,797464,Fair,C,25000,Call Center,Private,
001am00002A9fs4AAB,info@morrishousehold.com,472056,Fair,C,25000,Mobile,Private,
001am00002A9fs5AAB,info@hamiltonhousehold.com,2708920,Fair,C,47406,Other,Private,
001am00002A9fs6AAB,info@mirandahousehold.com,2238984,Good,C,39182,Mobile,Private,
001am00002A9fs7AAB,info@fischerhousehold.com,3566132,Good,C,62407,Web,Public,FISC
001am00002A9fs8AAB,info@changhousehold.com,2790052,Fair,C,48825,Web,Private,
001am00002A9fs9AAB,info@bryanthousehold.com,2231544,Good,C,39052,Call Center,Private,
001am00002A9fsAAAR,info@zimmermanhousehold.com,3278508,Fair,C,57373,Mobile,Private,
001am00002A9fsBAAR,info@lawrencehousehold.com,3985896,Fair,C,69753,Other,Private,
001am00002A9fsCAAR,info@bennetthousehold.com,2302624,Good,C,40295,Web,Private,
001am00002A9fsDAAR,info@valdezhousehold.com,1541904,Fair,C,26983,Branch,Private,
001am00002A9fsEAAR,info@paulhousehold.com,1136588,Poor,C,25000,Web,Other,
001am00002A9fsFAAR,info@davishousehold.com,3872916,Good,C,67776,Web,Private,
001am00002A9fsGAAR,info@wardhousehold.com,2197184,Good,C,38450,Other,Other,
001am00002A9fsHAAR,info@williamsonhousehold.com,1481568,Fair,C,25927,Other,Private,
001am00002A9fsIAAR,info@steelehousehold.com,3815592,Fair,C,66772,Other,Private,
001am00002A9fsJAAR,info@hernandezhousehold.com,656984,Good,C,25000,Other,Subsidiary,
001am00002A9fsKAAR,info@johnsonhousehold.com,3069536,Fair,C,53716,Mobile,Subsidiary,
001am00002A9fsLAAR,info@clarkhousehold.com,3706428,Good,C,64862,Branch,Other,
001am00002A9fsMAAR,info@campbellhousehold.com,1803648,Excellent,C,31563,Web,Private,
001am00002A9fsNAAR,info@whitehousehold.com,2589408,Fair,C,45314,Other,Private,
001am00002A9fsOAAR,info@knoxhousehold.com,1380732,Fair,C,25000,Web,Private,
001am00002A9fsPAAR,info@jacksonhousehold.com,3215760,Poor,C,56275,Mobile,Other,
001am00002A9fsQAAR,info@christianhousehold.com,3945448,Fair,C,69045,Branch,Public,CHRI
001am00002A9fsRAAR,info@farmerhousehold.com,2680744,Good,C,46913,Web,Other,
001am00002A9fsSAAR,info@robbinshousehold.com,2829432,Good,C,49515,Mobile,Private,
001am00002A9fsTAAR,info@gomezhousehold.com,388324,Fair,C,25000,Other,Private,
001am00002A9fsUAAR,info@barretthousehold.com,2583128,Good,C,45204,Mobile,Private,
001am00002A9fsVAAR,info@walshhousehold.com,1234048,Good,C,25000,Mobile,Private,
001am00002A9fsWAAR,info@muellerhousehold.com,1481060,Fair,C,25918,Mobile,Subsidiary,
001am00002A9fsXAAR,info@sheltonhousehold.com,765060,Good,C,25000,Branch,Private,
001am00002A9fsYAAR,info@joneshousehold.com,1996520,Good,C,34939,Mobile,Private,
001am00002A9fsZAAR,info@gonzalezhousehold.com,2663684,Good,C,46614,Other,Other,
001am00002A9fsaAAB,info@travishousehold.com,1288612,Fair,C,25000,Web,Other,
001am00002A9fsbAAB,info@burnshousehold.com,2334784,Good,C,40858,Call Center,Private,
001am00002A9fscAAB,info@lucerohousehold.com,683836,Fair,C,25000,Branch,Private,
001am00002A9fsdAAB,info@robinsonhousehold.com,2046592,Fair,C,35815,Web,Public,ROBI
001am00002A9fseAAB,info@johnsonhousehold.com,2154132,Good,C,37697,Branch,Private,
001am00002A9fsfAAB,info@brownhousehold.com,655264,Fair,C,25000,Branch,Private,
001am00002A9fsgAAB,info@whitehousehold.com,2385856,Fair,C,41752,Branch,Private,
001am00002A9fshAAB,info@joneshousehold.com,1028372,Poor,C,25000,Other,Private,
001am00002A9fsiAAB,info@bakerhousehold.com,2734316,Fair,C,47850,Mobile,Private,
001am00002A9fsjAAB,info@carneyhousehold.com,719496,Fair,C,25000,Branch,Other,
001am00002A9fskAAB,info@stronghousehold.com,1081368,Fair,C,25000,Other,Private,
001am00002A9fslAAB,info@smithhousehold.com,3249140,Fair,C,56859,Web,Private,
001am00002A9fsmAAB,info@hancockhousehold.com,3702844,Fair,C,64799,Web,Subsidiary,
001am00002A9fsnAAB,info@alvaradohousehold.com,1835116,Fair,C,32114,Call Center,Public,ALVA
001am00002A9fsoAAB,info@diazhousehold.com,2331500,Fair,C,40801,Call Center,Public,DIAZ
001am00002A9fspAAB,info@smithhousehold.com,610888,Good,C,25000,Branch,Private,
001am00002A9fsqAAB,info@hugheshousehold.com,2445368,Good,C,42793,Other,Private,
001am00002A9fsrAAB,info@parkerhousehold.com,985848,Fair,C,25000,Call Center,Public,PARK
001am00002A9fssAAB,info@espinozahousehold.com,677992,Fair,C,25000,Mobile,Private,
001am00002A9fstAAB,info@richardshousehold.com,3601060,Excellent,C,63018,Web,Private,
001am00002A9fsuAAB,info@hernandezhousehold.com,619260,Fair,C,25000,Mobile,Private,
001am00002A9fsvAAB,info@normanhousehold.com,3459708,Fair,C,60544,Mobile,Private,
001am00002A9fswAAB,info@craighousehold.com,1976708,Fair,C,34592,Mobile,Other,
001am00002A9fsxAAB,info@oliverhousehold.com,3015196,Good,C,52765,Mobile,Private,
001am00002A9fsyAAB,info@kimhousehold.com,1272608,Fair,C,25000,Branch,Private,
001am00002A9fszAAB,info@ortizhousehold.com,236200,Good,C,25000,Mobile,Private,
001am00002A9ft0AAB,info@williamshousehold.com,3584880,Good,C,62735,Other,Private,
001am00002A9ft1AAB,info@gillhousehold.com,3426436,Good,C,59962,Web,Private,
001am00002A9ft2AAB,info@kimhousehold.com,2451800,Fair,C,42906,Mobile,Private,
001am00002A9ft3AAB,info@robbinshousehold.com,3573088,Good,C,62529,Other,Private,
001am00002A9ft4AAB,info@bennetthousehold.com,334876,Good,C,25000,Branch,Private,
001am00002A9ft5AAB,info@stonehousehold.com,1707764,Fair,C,29885,Branch,Private,
001am00002A9ft6AAB,info@marshhousehold.com,1281752,Good,C,25000,Mobile,Public,MARS
001am00002A9ft7AAB,info@serranohousehold.com,2806824,Good,C,49119,Web,Public,SERR
001am00002A9ft8AAB,info@petersonhousehold.com,1324392,Fair,C,25000,Other,Private,
001am00002A9ft9AAB,info@reyeshousehold.com,786772,Good,C,25000,Web,Private,
001am00002A9ftAAAR,info@valdezhousehold.com,2952988,Fair,C,51677,Branch,Private,
001am00002A9ftBAAR,info@fisherhousehold.com,1141056,Good,C,25000,Call Center,Private,
001am00002A9ftCAAR,info@gonzalezhousehold.com,2863044,Fair,C,50103,Other,Private,
001am00002A9ftDAAR,info@hortonhousehold.com,3868276,Good,C,67694,Branch,Private,
001am00002A9ftEAAR,info@toddhousehold.com,3828612,Fair,C,67000,Call Center,Private,
001am00002A9ftFAAR,info@wheelerhousehold.com,711508,Good,C,25000,Web,Private,
