External_ID__c,AccountNumber,AnnualRevenue,BillingCity,BillingCountry,BillingGeocodeAccuracy,BillingLatitude,BillingLongitude,BillingPostalCode,BillingState,BillingStreet,Cust360_Contact_Picture_URL__pc,DNB_Delinquency_Score__c,DNB_PAYDEX_Score__c,DNB_Rating__c,Description,Equifax_Credit_Risk_Score__c,Equifax_Failure_Score_CR__c,Equifax_Payment_Index__c,Experian_Intelliscore__c,Experian_Risk_Band__c,Fax,FinServ__BorrowingHistory__c,FinServ__CommunicationPreferences__pc,FinServ__ContactPreference__pc,FinServ__CountryOfResidence__pc,FinServ__CreditRating__c,FinServ__CreditScore__c,FinServ__CustomerType__c,FinServ__EmployedSince__pc,FinServ__Gender__pc,FinServ__HomeOwnership__pc,FinServ__InvestmentExperience__c,FinServ__KYCDate__c,FinServ__KYCStatus__c,FinServ__LanguagesSpoken__pc,FinServ__LastFourDigitSSN__pc,FinServ__LastInteraction__c,FinServ__LifetimeValue__c,FinServ__MotherMaidenName__pc,FinServ__NetWorth__c,FinServ__NextReview__c,FinServ__NumberOfChildren__pc,FinServ__NumberOfDependents__pc,FinServ__RelationshipStartDate__c,FinServ__RiskTolerance__c,FinServ__ServiceModel__c,FinServ__Status__c,FinServ__TaxBracket__pc,FinServ__TaxId__pc,FinServ__TimeHorizon__c,FinServ__TotalRevenue__c,FinServ__WeddingAnniversary__pc,Fitch_Category__c,Fitch_Rating__c,INS_FEIN_Tax_ID__c,Industry,Jigsaw,MiddleName,NAICS_Code__c,NumberOfEmployees,PersonAssistantName,PersonAssistantPhone,PersonDepartment,PersonGender,PersonGenderIdentity,PersonLeadSource,PersonMailingGeocodeAccuracy,PersonMailingLatitude,PersonMailingLongitude,PersonOtherCity,PersonOtherCountry,PersonOtherGeocodeAccuracy,PersonOtherLatitude,PersonOtherLongitude,PersonOtherPhone,PersonOtherPostalCode,PersonOtherState,PersonOtherStreet,PersonPronouns,PersonTitle,Rating,Salutation,ShippingCity,ShippingCountry,ShippingGeocodeAccuracy,ShippingLatitude,ShippingLongitude,ShippingPostalCode,ShippingState,ShippingStreet,Sic,SicDesc,Site,Tier__c,Type
HYDRATE-WL-000005,ACCT-000005,,,,,,,,,,https://cust360-photos.example.com/001am00002A8XjHAAV.jpg,,,,,,,,,,(586) 448-6692,Excellent,Email;Text,Email,United States,Good,758,Relational,2022-05-01,Male,Own,,2026-05-20,Overdue,English,0370,2026-04-25,4084.21,Wilson,0.0,2026-07-26,0,,2026-05-20,,Tier 1,Onboarding,37%,485165396,Long-Term,,2024-03-08,,,,,,K,,,Executive Assistant,(970) 822-4496,HR,Male,Male,Web,Address,30.3155,-81.6239,Jacksonville Plaza,United States,Address,30.3226,-81.6787,(375) 915-2472,33182,FL,102 Birch Way,he/him,Mr,,,,,,,,,,,,,,A,
HYDRATE-WL-000006,ACCT-000006,,,,,,,,,,https://cust360-photos.example.com/001am00002A8XjIAAV.jpg,,,,,,,,,,(622) 115-1520,Excellent,Email;Text,Email,United States,Good,747,Relational,2026-04-16,Female,Own,,2026-05-26,Overdue,English,2924,2026-04-22,1837.92,Moore,0.0,2026-08-25,1,,2026-05-20,,Tier 2,Onboarding,35%,954101170,Medium-Term,,2018-04-18,,,,,,H,,,,,Customer Service,Female,Female,Referral,Address,39.9418,-82.9531,Columbus Plaza,United States,Address,39.9728,-83.0499,(625) 397-3651,43234,OH,47 Pine Ave,she/her,Dr,,,,,,,,,,,,,,B,
HYDRATE-WL-000007,ACCT-000007,,,,,,,,,,https://cust360-photos.example.com/001am00002A8XjJAAV.jpg,,,,,,,,,,(436) 088-4707,Excellent,Email;Text,Email,United States,Good,758,Relational,2005-08-26,Male,Own,,2026-05-24,Overdue,English,3612,2026-05-14,2320.34,Davis,0.0,2026-07-26,1,,2026-05-20,,Tier 1,Onboarding,35%,682144080,Medium-Term,,2004-02-28,,,,,,D,,,Executive Assistant,(453) 973-3110,Legal,Male,Male,Other,Address,39.947,-75.1569,Philadelphia Heights,United States,Address,39.9969,-75.1671,(720) 338-6605,19163,PA,1505 Birch Ln,he/him,Dr,,,,,,,,,,,,,,A,
HYDRATE-WL-000008,ACCT-000008,,,,,,,,,,https://cust360-photos.example.com/001am00002A8XjKAAV.jpg,,,,,,,,,,(681) 111-2508,Excellent,Email;Text,Text,United States,Good,740,Relational,2013-04-28,Female,Own,,2026-05-25,Overdue,English,9513,2026-03-11,958.25,Lopez,0.0,2026-08-25,1,,2026-05-20,,Tier 2,Onboarding,32%,880101092,Short-Term,,,,,,,,A,,,,,Engineering,Female,Female,Partner,Address,38.8156,-104.8666,Colorado Springs Hills,United States,Address,38.8312,-104.805,(480) 259-2419,80221,CO,102 Pine Ave,she/her,Mrs,,,,,,,,,,,,,,B,
HYDRATE-WL-000012,ACCT-000012,,,,,,,,,,https://cust360-photos.example.com/001am00002A8XjOAAV.jpg,,,,,,,,,,(896) 624-3808,Excellent,Email;Text,Email,United States,Good,767,Relational,2000-11-02,Female,Own,,2026-05-27,Overdue,English,1618,2026-02-24,448.46,Rodriguez,0.0,2026-08-25,0,,2026-05-20,,Tier 2,Onboarding,35%,141454523,Medium-Term,,1997-06-22,,,,,,C,,,,,Operations,Female,Female,Web,Address,32.8067,-97.3733,Fort Worth Hills,United States,Address,32.7261,-97.3301,(953) 898-2018,77083,TX,2014 Walnut Ave,she/her,Mrs,,,,,,,,,,,,,,B,
HYDRATE-WL-000013,ACCT-000013,,,,,,,,,,https://cust360-photos.example.com/001am00002A8XjPAAV.jpg,,,,,,,,,,(562) 722-6907,Excellent,Email;Text,Phone,United States,Good,781,Relational,1992-03-13,Male,Own,,2026-05-26,Overdue,English,4859,2026-02-05,2612.26,Thomas,0.0,2026-07-26,0,,2026-05-20,,Tier 1,Onboarding,35%,060644258,Medium-Term,,2024-08-09,,,,,,Z,,,Executive Assistant,(202) 261-9009,Engineering,Male,Male,Partner,Address,38.8918,-77.0099,Washington Hills,United States,Address,38.8723,-77.0276,(799) 377-8711,20013,DC,1505 Birch Way,he/him,Mr,,,,,,,,,,,,,,A,
HYDRATE-WL-000015,ACCT-000015,,,,,,,,,,https://cust360-photos.example.com/001am00002A8XjRAAV.jpg,,,,,,,,,,(785) 079-2296,Poor,Email;Text,Text,United States,Good,760,Relational,2008-11-28,Female,Own,,2026-05-23,Overdue,English,8182,2025-11-13,1120.19,Martin,0.0,2026-07-26,0,,2026-05-20,,Tier 1,Onboarding,35%,368520478,Medium-Term,,1999-09-01,,,,,,C,,,Executive Assistant,(886) 091-5421,Operations,Female,Female,Phone Inquiry,Address,36.1594,-86.7762,Nashville Hills,United States,Address,36.1338,-86.7642,(601) 071-4301,37298,TN,2014 Willow Rd,she/her,Ms,,,,,,,,,,,,,,A,
HYDRATE-WL-000016,ACCT-000016,,,,,,,,,,https://cust360-photos.example.com/001am00002A8XjSAAV.jpg,,,,,,,,,,(614) 186-9689,Excellent,Email;Text,Email,United States,Good,763,Relational,2013-06-04,Female,Own,,2026-05-20,Overdue,English,5838,2026-04-20,1711.01,Jones,0.0,2026-07-26,1,,2026-05-20,,Tier 1,Onboarding,37%,999172489,Long-Term,,1998-06-18,,,,,,Q,,,Executive Assistant,(749) 080-0680,Marketing,Female,Female,Other,Address,35.0871,-106.6539,Albuquerque Heights,United States,Address,35.0927,-106.6718,(670) 141-6136,87186,NM,731 Willow Ave,she/her,Ms,,,,,,,,,,,,,,A,
HYDRATE-WL-000017,ACCT-000017,,,,,,,,,,https://cust360-photos.example.com/001am00002A8XjTAAV.jpg,,,,,,,,,,(811) 058-6949,Excellent,Email;Text,Text,United States,Good,787,Relational,1998-07-19,Female,Own,,2026-05-27,Overdue,English,2804,2025-11-25,474.57,Lopez,0.0,2026-08-25,2,,2026-05-20,,Tier 2,Onboarding,35%,731428435,Medium-Term,,2008-12-28,,,,,,V,,,,,HR,Female,Female,Partner,Address,37.6875,-97.3458,Wichita Center,United States,Address,37.709,-97.3168,(824) 963-0586,67286,KS,102 Walnut Ln,she/her,Ms,,,,,,,,,,,,,,B,
HYDRATE-WL-000018,ACCT-000018,,,,,,,,,,https://cust360-photos.example.com/001am00002A8XjUAAV.jpg,,,,,,,,,,(875) 220-0471,Excellent,Email;Text,Email,United States,Good,752,Relational,2022-04-28,Male,Own,,2026-05-25,Overdue,English,5311,2026-02-26,1193.98,Williams,0.0,2026-07-26,0,,2026-05-20,,Tier 1,Onboarding,35%,910966930,Medium-Term,,2002-02-03,,,,,,T,,,Executive Assistant,(203) 583-1453,Customer Service,Male,Male,Other,Address,31.7137,-106.4804,El Paso Plaza,United States,Address,31.7954,-106.5384,(502) 233-9848,77051,TX,2014 Oak Way,he/him,Mr,,,,,,,,,,,,,,A,
HYDRATE-WL-000019,ACCT-000019,,,,,,,,,,https://cust360-photos.example.com/001am00002A8XjVAAV.jpg,,,,,,,,,,(471) 653-1194,Poor,Email;Text,Email,United States,Good,785,Relational,2019-01-01,Female,Own,,2026-05-20,Overdue,English,9257,2025-07-13,638.04,Johnson,0.0,2026-07-26,0,,2026-05-20,,Tier 1,Onboarding,35%,388959423,Medium-Term,,2001-06-14,,,,,,R,,,Executive Assistant,(812) 019-3077,Operations,Female,Female,Partner,Address,43.0191,-87.9297,Milwaukee Center,United States,Address,43.0757,-87.8825,(965) 032-6362,53299,WI,12 Willow Way,she/her,Hon,,,,,,,,,,,,,,A,
HYDRATE-WL-000021,ACCT-000021,,,,,,,,,,https://cust360-photos.example.com/001am00002A8XjXAAV.jpg,,,,,,,,,,(381) 301-3285,Excellent,Email;Text,Email,United States,Good,782,Relational,2017-09-24,Male,Own,,2026-05-27,Overdue,English,8712,2025-11-11,507.87,Brown,0.0,2026-08-25,0,,2026-05-20,,Tier 2,Onboarding,32%,986617320,Medium-Term,,2013-06-07,,,,,,T,,,,,Engineering,Male,Male,Referral,Address,33.7677,-84.3529,Savannah,United States,Address,33.715,-84.3829,(660) 737-0711,30395,GA,3287 Cedar Blvd,he/him,Hon,,,,,,,,,,,,,,B,
HYDRATE-WL-000024,ACCT-000024,,,,,,,,,,https://cust360-photos.example.com/001am00002A8XjaAAF.jpg,,,,,,,,,,(589) 342-3629,Excellent,Email;Text,Text,United States,Good,747,Relational,2009-08-09,Male,Other,,2026-05-26,Overdue,English,4503,2025-10-11,540.21,Garcia,0.0,2026-08-25,0,,2026-05-20,,Tier 2,Onboarding,32%,467798177,Medium-Term,,2012-04-20,,,,,,R,,,,,Operations,Male,Male,Phone Inquiry,Address,39.1059,-94.5419,Kansas City Heights,United States,Address,39.0806,-94.5958,(493) 099-5398,64189,MO,47 Elm Ln,he/him,Mr,,,,,,,,,,,,,,B,
HYDRATE-WL-000027,ACCT-000027,,,,,,,,,,https://cust360-photos.example.com/001am00002A8XjdAAF.jpg,,,,,,,,,,(959) 491-7712,Excellent,Email;Text,Text,United States,Good,743,Relational,2010-06-11,Female,Own,,2026-05-25,Overdue,English,6063,2025-08-12,1574.88,Lopez,0.0,2026-08-25,0,,2026-05-20,,Tier 2,Onboarding,35%,572528387,Medium-Term,,2011-01-14,,,,,,C,,,,,Engineering,Female,Female,Referral,Address,45.5003,-122.6345,Portland Center,United States,Address,45.547,-122.6944,(225) 223-9153,97284,OR,3287 Elm Ave,she/her,Hon,,,,,,,,,,,,,,B,
HYDRATE-WL-000029,ACCT-000029,,,,,,,,,,https://cust360-photos.example.com/001am00002A8XjfAAF.jpg,,,,,,,,,,(776) 785-7086,Excellent,Email;Text,Email,United States,Good,778,Relational,2007-03-22,Female,Own,,2026-05-22,Overdue,English,3347,2026-02-09,239.56,Jackson,0.0,2026-08-25,0,,2026-05-20,,Tier 2,Onboarding,32%,278406054,Medium-Term,,2006-02-05,,,,,,W,,,,,Customer Service,Female,Female,Web,Address,37.7631,-122.3923,Oakland,United States,Address,37.8101,-122.2586,(601) 280-5848,90084,CA,1100 Chestnut St,she/her,Mrs,,,,,,,,,,,,,,B,
HYDRATE-WL-000030,ACCT-000030,,,,,,,,,,https://cust360-photos.example.com/001am00002A8XjgAAF.jpg,,,,,,,,,,(745) 113-1149,Excellent,Email;Text,Email,United States,Good,742,Relational,1999-01-22,Female,Own,,2026-05-23,Overdue,English,6085,2025-08-14,696.17,Williams,0.0,2026-08-25,0,,2026-05-20,,Tier 2,Onboarding,35%,964708589,Medium-Term,,,,,,,,F,,,,,Engineering,Female,Female,Referral,Address,33.8106,-118.2177,Long Beach Center,United States,Address,33.7574,-118.1865,(500) 393-0860,90059,CA,731 Chestnut St,she/her,Mrs,,,,,,,,,,,,,,B,
HYDRATE-WL-000035,ACCT-000035,,,,,,,,,,https://cust360-photos.example.com/001am00002A8XjlAAF.jpg,,,,,,,,,,(621) 988-3145,Excellent,Email;Text,Email,United States,Good,740,Relational,1998-04-25,Male,Own,,2026-05-25,Overdue,English,0896,2025-06-06,337.42,Taylor,0.0,2026-08-25,0,,2026-05-20,,Tier 2,Onboarding,35%,669554980,Medium-Term,,2014-09-13,,,,,,K,,,,,Engineering,Male,Male,Web,Address,36.7526,-119.7598,Fresno Park,United States,Address,36.7439,-119.8288,(980) 314-4424,90083,CA,488 Birch Ln,he/him,Mr,,,,,,,,,,,,,,B,
HYDRATE-WL-000036,ACCT-000036,,,,,,,,,,https://cust360-photos.example.com/001am00002A8XjmAAF.jpg,,,,,,,,,,(501) 143-2841,Excellent,Email;Text,Email,United States,Good,784,Relational,2019-04-06,Female,Own,,2026-05-21,Overdue,English,5620,2025-10-17,254.65,Rodriguez,0.0,2026-08-25,0,,2026-05-20,,Tier 2,Onboarding,32%,113341602,Medium-Term,,2008-09-22,,,,,,W,,,,,Marketing,Female,Female,Partner,Address,29.4382,-98.4861,San Antonio Plaza,United States,Address,29.3851,-98.5094,(742) 423-4483,77045,TX,245 Birch Ln,she/her,Ms,,,,,,,,,,,,,,B,
HYDRATE-WL-000038,ACCT-000038,,,,,,,,,,https://cust360-photos.example.com/001am00002A8XjoAAF.jpg,,,,,,,,,,(319) 247-5459,Poor,Email;Text,Email,United States,Good,760,Relational,2022-06-06,Male,Other,,2026-05-26,Overdue,English,6672,2026-02-20,1225.12,Johnson,0.0,2026-08-25,0,,2026-05-20,,Tier 2,Onboarding,35%,215494323,Medium-Term,,2002-12-01,,,,,,B,,,,,Legal,Male,Male,Referral,Address,39.2847,-76.6253,Baltimore Plaza,United States,Address,39.2747,-76.6331,(950) 593-5968,21236,MD,3287 Willow Way,he/him,Sr,,,,,,,,,,,,,,B,
HYDRATE-WL-000044,ACCT-000044,,,,,,,,,,https://cust360-photos.example.com/001am00002A8XjuAAF.jpg,,,,,,,,,,(394) 016-0263,Excellent,Email;Text,Email,United States,Good,774,Relational,2015-10-03,Female,Own,,2026-05-24,Overdue,English,8812,2025-10-02,577.1,Williams,0.0,2026-08-25,1,,2026-05-20,,Tier 2,Onboarding,32%,135525418,Medium-Term,,2018-08-14,,,,,,Z,,,,,Operations,Female,Female,Referral,Address,36.6959,-119.7734,Fresno Heights,United States,Address,36.7718,-119.79,(587) 327-9942,90058,CA,2014 Pine Blvd,she/her,Ms,,,,,,,,,,,,,,B,
HYDRATE-WL-000046,ACCT-000046,,,,,,,,,,https://cust360-photos.example.com/001am00002A8XjwAAF.jpg,,,,,,,,,,(810) 075-1236,Excellent,Email;Text,Text,United States,Good,760,Relational,2020-08-14,Male,Own,,2026-05-21,Overdue,English,8831,2026-04-26,384.62,Rodriguez,0.0,2026-08-25,0,,2026-05-20,,Tier 2,Onboarding,35%,362574861,Long-Term,,2007-02-14,,,,,,F,,,,,Marketing,Male,Male,Referral,Address,38.2675,-85.718,Louisville Park,United States,Address,38.2767,-85.791,(918) 039-6084,40279,KY,12 Cedar Way,he/him,Sr,,,,,,,,,,,,,,B,
HYDRATE-WL-000050,ACCT-000050,,,,,,,,,,https://cust360-photos.example.com/001am00002A8Xk0AAF.jpg,,,,,,,,,,(483) 498-3660,Poor,Email;Text,Mail,United States,Good,771,Relational,1997-12-27,Female,Own,,2026-05-20,Overdue,English,0944,2025-07-22,239.56,Taylor,0.0,2026-08-25,0,,2026-05-20,,Tier 2,Onboarding,32%,790911950,Short-Term,,2005-08-25,,,,,,S,,,,,Customer Service,Female,Female,Referral,Address,37.6837,-97.363,Wichita Plaza,United States,Address,37.6819,-97.371,(841) 133-6265,67225,KS,2014 Willow St,she/her,Mrs,,,,,,,,,,,,,,B,
HYDRATE-WL-000052,ACCT-000052,,,,,,,,,,https://cust360-photos.example.com/001am00002A8Xk2AAF.jpg,,,,,,,,,,(356) 452-9934,Excellent,Email;Text,Email,United States,Good,750,Relational,1971-10-13,Female,Own,,2026-05-26,Overdue,English,4169,2026-02-28,667.18,Martinez,0.0,2026-08-25,0,,2026-05-20,,Tier 2,Onboarding,35%,820776797,Long-Term,,2014-10-27,,,,,,Z,,,,,Operations,Female,Female,Other,Address,33.7115,-84.4361,Savannah,United States,Address,33.7488,-84.3844,(207) 996-7175,30319,GA,47 Walnut Rd,she/her,Hon,,,,,,,,,,,,,,B,
HYDRATE-WL-000053,ACCT-000053,,,,,,,,,,https://cust360-photos.example.com/001am00002A8Xk3AAF.jpg,,,,,,,,,,(283) 098-3331,Excellent,Email;Text,Text,United States,Good,743,Relational,1968-06-18,Male,Own,,2026-05-20,Overdue,English,7104,2025-12-27,634.36,Gonzalez,0.0,2026-08-25,0,,2026-05-20,,Tier 2,Onboarding,35%,481791151,Short-Term,,2022-04-28,,,,,,C,,,,,Finance,Male,Male,Referral,Address,32.7554,-97.1388,Arlington Plaza,United States,Address,32.7055,-97.1415,(513) 801-5207,77012,TX,47 Birch Way,he/him,Mr,,,,,,,,,,,,,,B,
HYDRATE-WL-000055,ACCT-000055,,,,,,,,,,https://cust360-photos.example.com/001am00002A8Xk5AAF.jpg,,,,,,,,,,(340) 365-3491,Excellent,Email;Text,Phone,United States,Good,776,Relational,1990-09-23,Female,Rent,,2026-05-23,Overdue,English,5742,2025-09-19,3645.25,Smith,0.0,2026-07-26,0,,2026-05-20,,Tier 1,Onboarding,37%,975308352,Medium-Term,,2014-09-04,,,,,,O,,,Executive Assistant,(899) 703-4105,Marketing,Female,Female,Phone Inquiry,Address,41.3015,-95.9374,Omaha Center,United States,Address,41.3057,-95.9208,(958) 563-0312,68130,NE,488 Chestnut Blvd,she/her,Ms,,,,,,,,,,,,,,A,
HYDRATE-WL-000056,ACCT-000056,,,,,,,,,,https://cust360-photos.example.com/001am00002A8Xk6AAF.jpg,,,,,,,,,,(673) 801-3229,Excellent,Email;Text,Email,United States,Good,747,Relational,2007-03-04,Female,Own,,2026-05-27,Overdue,English,3611,2026-02-05,102.77,Wilson,0.0,2026-08-25,0,,2026-05-20,,Tier 2,Onboarding,32%,091049970,Short-Term,,2016-05-05,,,,,,B,,,,,Sales,Female,Female,Web,Address,45.4856,-122.6583,Portland Plaza,United States,Address,45.5378,-122.6904,(613) 427-3348,97286,OR,3287 Birch Blvd,she/her,Ms,,,,,,,,,,,,,,B,
HYDRATE-WL-000060,ACCT-000060,,,,,,,,,,https://cust360-photos.example.com/001am00002A8XkAAAV.jpg,,,,,,,,,,(458) 061-1851,Excellent,Email;Text,Email,United States,Good,777,Relational,2026-04-26,Male,Rent,,2026-05-20,Overdue,English,8789,2026-02-11,138.9,Smith,0.0,2026-08-25,0,,2026-05-20,,Tier 2,Onboarding,35%,599569478,Long-Term,,2011-12-15,,,,,,K,,,,,Marketing,Male,Male,Referral,Address,35.4962,-97.5691,Oklahoma City Park,United States,Address,35.4524,-97.5215,(398) 596-0685,73125,OK,3287 Cedar Way,he/him,Dr,,,,,,,,,,,,,,B,
HYDRATE-WL-000061,ACCT-000061,,,,,,,,,,https://cust360-photos.example.com/001am00002A8XkBAAV.jpg,,,,,,,,,,(942) 339-6874,Excellent,Email;Text,Email,United States,Good,758,Relational,2017-03-09,Male,Own,,2026-05-26,Overdue,English,1135,2025-05-31,958.25,Williams,0.0,2026-08-25,1,,2026-05-20,,Tier 2,Onboarding,32%,994049549,Medium-Term,,2010-06-07,,,,,,J,,,,,Sales,Male,Male,Partner,Address,32.8019,-97.3084,Fort Worth Park,United States,Address,32.7743,-97.3415,(881) 387-3143,77063,TX,102 Walnut Way,he/him,Mr,,,,,,,,,,,,,,B,
HYDRATE-WL-000062,ACCT-000062,,,,,,,,,,https://cust360-photos.example.com/001am00002A8XkCAAV.jpg,,,,,,,,,,(823) 799-2546,Excellent,Email;Text,Phone,United States,Good,794,Relational,2013-09-08,Male,Own,,2026-05-24,Overdue,English,9743,2025-08-19,1622.47,Martinez,0.0,2026-07-26,0,,2026-05-20,,Tier 1,Onboarding,35%,981163705,Medium-Term,,2010-01-23,,,,,,O,,,Executive Assistant,(927) 933-9040,Sales,Male,Male,Web,Address,30.3344,-81.6831,Jacksonville Hills,United States,Address,30.2913,-81.6121,(413) 801-3291,33102,FL,102 Sycamore St,he/him,Mr,,,,,,,,,,,,,,A,
HYDRATE-WL-000064,ACCT-000064,,,,,,,,,,https://cust360-photos.example.com/001am00002A8XkEAAV.jpg,,,,,,,,,,(306) 375-2222,Excellent,Email;Text,Text,United States,Good,768,Relational,2002-08-21,Male,Own,,2026-05-27,Overdue,English,6565,2026-02-19,1372.69,Jackson,0.0,2026-08-25,0,,2026-05-20,,Tier 2,Onboarding,35%,134071272,Medium-Term,,2003-02-22,,,,,,G,,,,,Other,Male,Male,Web,Address,38.8028,-104.7784,Colorado Springs Center,United States,Address,38.8337,-104.853,(561) 781-8132,80200,CO,3287 Sycamore Ave,he/him,Hon,,,,,,,,,,,,,,B,
HYDRATE-WL-000065,ACCT-000065,,,,,,,,,,https://cust360-photos.example.com/001am00002A8XkFAAV.jpg,,,,,,,,,,(859) 740-1658,Excellent,Email;Text,Text,United States,Good,755,Relational,2012-12-14,Male,Own,,2026-05-21,Overdue,English,0387,2026-03-10,917.28,Gonzalez,0.0,2026-08-25,0,,2026-05-20,,Tier 2,Onboarding,35%,510164580,Long-Term,,2007-04-20,,,,,,T,,,,,Other,Male,Male,Referral,Address,36.8571,-75.9612,Virginia Beach Park,United States,Address,36.8961,-76.0092,(415) 904-9553,23461,VA,102 Willow Ave,he/him,Mr,,,,,,,,,,,,,,B,
HYDRATE-WL-000066,ACCT-000066,,,,,,,,,,https://cust360-photos.example.com/001am00002A8XkGAAV.jpg,,,,,,,,,,(757) 422-6099,Excellent,Email;Text,Email,United States,Good,774,Relational,1999-11-03,Female,Own,,2026-05-21,Overdue,English,6880,2025-06-07,253.34,Miller,0.0,2026-07-26,1,,2026-05-20,,Tier 1,Onboarding,35%,466619049,Short-Term,,2012-01-07,,,,,,W,,,Executive Assistant,(395) 638-1444,Customer Service,Female,Female,Partner,Address,35.7624,-78.663,Raleigh Park,United States,Address,35.7853,-78.667,(903) 211-6133,28297,NC,47 Maple Ln,she/her,Dr,,,,,,,,,,,,,,A,
HYDRATE-WL-000068,ACCT-000068,,,,,,,,,,https://cust360-photos.example.com/001am00002A8XkIAAV.jpg,,,,,,,,,,(395) 959-3716,Poor,Email;Text,Email,United States,Good,799,Relational,1997-03-13,Male,Own,,2026-05-27,Overdue,English,3037,2026-01-19,876.56,Moore,0.0,2026-08-25,1,,2026-05-20,,Tier 2,Onboarding,35%,261460774,Short-Term,,1998-06-04,,,,,,Y,,,,,Engineering,Male,Male,Web,Address,39.978,-75.1315,Philadelphia Heights,United States,Address,39.9236,-75.1656,(983) 646-9409,19180,PA,2014 Birch Ave,he/him,Dr,,,,,,,,,,,,,,B,
HYDRATE-WL-000071,ACCT-000071,,,,,,,,,,https://cust360-photos.example.com/001am00002A8XkLAAV.jpg,,,,,,,,,,(999) 443-1603,Excellent,Email;Text,Email,United States,Good,766,Relational,2016-07-10,Female,Own,,2026-05-21,Overdue,English,5099,2025-11-29,312.26,Thomas,0.0,2026-07-26,0,,2026-05-20,,Tier 1,Onboarding,35%,533733941,Medium-Term,,2005-08-17,,,,,,S,,,Executive Assistant,(752) 405-1802,Operations,Female,Female,Other,Address,42.2935,-83.0766,Detroit Plaza,United States,Address,42.3436,-83.02,(352) 462-0459,48294,MI,3287 Cedar Ave,she/her,Mrs,,,,,,,,,,,,,,A,
HYDRATE-WL-000073,ACCT-000073,,,,,,,,,,https://cust360-photos.example.com/001am00002A8XkNAAV.jpg,,,,,,,,,,(521) 533-6523,Excellent,Email;Text,Email,United States,Good,766,Relational,2010-11-15,Female,Own,,2026-05-24,Overdue,English,1232,2026-01-22,239.56,Martin,0.0,2026-08-25,0,,2026-05-20,,Tier 2,Onboarding,32%,366059944,Medium-Term,,2018-03-16,,,,,,U,,,,,Finance,Female,Female,Referral,Address,47.621,-122.3791,Spokane,United States,Address,47.6553,-122.3002,(757) 673-6461,98117,WA,47 Pine Way,she/her,Mrs,,,,,,,,,,,,,,B,
HYDRATE-WL-000076,ACCT-000076,,,,,,,,,,https://cust360-photos.example.com/001am00002A8XkQAAV.jpg,,,,,,,,,,(626) 944-3770,Excellent,Email;Text,Email,United States,Good,770,Relational,2015-11-09,Male,Own,,2026-05-23,Overdue,English,1682,2026-01-26,765.64,Miller,0.0,2026-08-25,0,,2026-05-20,,Tier 2,Onboarding,35%,633717952,Medium-Term,,2008-08-02,,,,,,E,,,,,Operations,Male,Male,Referral,Address,43.0217,-87.9272,Milwaukee Center,United States,Address,43.0848,-87.8649,(984) 931-0562,53261,WI,102 Willow Ave,he/him,Mr,,,,,,,,,,,,,,B,
HYDRATE-WL-000078,ACCT-000078,,,,,,,,,,https://cust360-photos.example.com/001am00002A8XkSAAV.jpg,,,,,,,,,,(798) 425-6902,Excellent,Email;Text,Text,United States,Good,762,Relational,2002-11-22,Male,Own,,2026-05-23,Overdue,English,2831,2025-06-27,304.48,Martin,0.0,2026-08-25,0,,2026-05-20,,Tier 2,Onboarding,35%,278384956,Long-Term,,2009-05-05,,,,,,E,,,,,Sales,Male,Male,Partner,Address,36.1403,-86.7644,Nashville Center,United States,Address,36.1385,-86.7477,(706) 509-4442,37233,TN,3287 Elm Ave,he/him,Sr,,,,,,,,,,,,,,B,
HYDRATE-WL-000079,ACCT-000079,,,,,,,,,,https://cust360-photos.example.com/001am00002A8XkTAAV.jpg,,,,,,,,,,(878) 573-8802,Excellent,Email;Text,Phone,United States,Good,792,Relational,1996-08-31,Male,Own,,2026-05-27,Overdue,English,2495,2025-08-25,1911.7,Thomas,0.0,2026-07-26,0,,2026-05-20,,Tier 1,Onboarding,37%,251059596,Medium-Term,,2016-05-13,,,,,,P,,,Executive Assistant,(530) 211-6026,Operations,Male,Male,Phone Inquiry,Address,39.7015,-104.9729,Colorado Springs,United States,Address,38.8129,-104.7853,(251) 473-7159,80214,CO,245 Willow Rd,he/him,Dr,,,,,,,,,,,,,,A,
HYDRATE-HH-000001,ACCT-000001,797110,Indianapolis,United States,Address,39.8063,-86.1919,46266,IN,1100 Sycamore Ave,,335,60,3A2,,470,1317,46,44,Medium,(755) 523-1974,,,,,,,Relational,,,,,2026-05-23,Overdue,,,2026-03-03,,,,2027-05-27,,,2026-05-20,,,Onboarding,,,,797110,,Speculative,BB,060997760,,17180659,,531210,8,,,,,,,,,,,,,,,,,,,,,Warm,,Indianapolis,United States,Address,39.7327,-86.1995,46266,IN,1100 Sycamore Ave,6531,Real Estate Agents & Managers,https://cumulus-75f259.example.com,,
HYDRATE-HH-000002,ACCT-000002,222323,San Francisco,United States,Address,37.7232,-122.4343,90044,CA,1100 Chestnut Ln,,325,49,3A1,,459,1319,51,51,Medium,(783) 766-8242,,,,,,,Relational,,,,,2026-05-23,Overdue,,,2025-10-09,,,,2027-05-27,,,2026-05-20,,,Onboarding,,,,222323,,Speculative,BB,944605091,,74613924,,523000,9,,,,,,,,,,,,,,,,,,,,,Warm,,San Francisco,United States,Address,37.7586,-122.3979,90044,CA,1100 Chestnut Ln,6199,Finance Services,https://cumulus-8e398d.example.com,,
