External_ID__c,AccountNumber,AnnualRevenue,BillingCity,BillingCountry,BillingGeocodeAccuracy,BillingLatitude,BillingLongitude,BillingPostalCode,BillingState,BillingStreet,Cust360_Contact_Picture_URL__pc,DNB_Delinquency_Score__c,DNB_PAYDEX_Score__c,DNB_Rating__c,Description,Equifax_Credit_Risk_Score__c,Equifax_Failure_Score_CR__c,Equifax_Payment_Index__c,Experian_Intelliscore__c,Experian_Risk_Band__c,Fax,FinServ__BorrowingHistory__c,FinServ__CommunicationPreferences__pc,FinServ__ContactPreference__pc,FinServ__CountryOfResidence__pc,FinServ__CreditRating__c,FinServ__CreditScore__c,FinServ__CustomerType__c,FinServ__EmployedSince__pc,FinServ__Gender__pc,FinServ__HomeOwnership__pc,FinServ__InvestmentExperience__c,FinServ__KYCDate__c,FinServ__KYCStatus__c,FinServ__LanguagesSpoken__pc,FinServ__LastFourDigitSSN__pc,FinServ__LastInteraction__c,FinServ__LifetimeValue__c,FinServ__MotherMaidenName__pc,FinServ__NetWorth__c,FinServ__NextReview__c,FinServ__NumberOfChildren__pc,FinServ__NumberOfDependents__pc,FinServ__RelationshipStartDate__c,FinServ__RiskTolerance__c,FinServ__ServiceModel__c,FinServ__Status__c,FinServ__TaxBracket__pc,FinServ__TaxId__pc,FinServ__TimeHorizon__c,FinServ__TotalRevenue__c,FinServ__WeddingAnniversary__pc,Fitch_Category__c,Fitch_Rating__c,INS_FEIN_Tax_ID__c,Industry,Jigsaw,MiddleName,NAICS_Code__c,NumberOfEmployees,PersonAssistantName,PersonAssistantPhone,PersonDepartment,PersonGender,PersonGenderIdentity,PersonLeadSource,PersonMailingGeocodeAccuracy,PersonMailingLatitude,PersonMailingLongitude,PersonOtherCity,PersonOtherCountry,PersonOtherGeocodeAccuracy,PersonOtherLatitude,PersonOtherLongitude,PersonOtherPhone,PersonOtherPostalCode,PersonOtherState,PersonOtherStreet,PersonPronouns,PersonTitle,Rating,Salutation,ShippingCity,ShippingCountry,ShippingGeocodeAccuracy,ShippingLatitude,ShippingLongitude,ShippingPostalCode,ShippingState,ShippingStreet,Sic,SicDesc,Site,Tier__c,Type
HYDRATE-RT-000055,ACCT-000055,,,,,,,,,,https://cust360-photos.example.com/001am00002A8UYVAA3.jpg,,,,,,,,,,(708) 080-8486,Excellent,Email;Text,Email,United States,Good,720,Relational,2019-09-02,Female,Rent,Intermediate,2026-05-22,Overdue,English,5200,2025-06-26,110.47,Brown,0.0,2026-11-23,0,,2026-05-20,Moderate,Tier 3,Onboarding,22%,763480312,Medium-Term,,,,,,,,I,,,,,Operations,Female,Female,Referral,Address,32.1915,-110.9223,Tucson Hills,United States,Address,32.1705,-110.9398,(543) 171-9979,85028,AZ,102 Oak Rd,she/her,Ms,,,,,,,,,,,,,,C,
HYDRATE-RT-000056,ACCT-000056,,,,,,,,,,https://cust360-photos.example.com/001am00002A8UYWAA3.jpg,,,,,,,,,,(276) 448-0878,Excellent,Email;Text,Email,United States,Poor,520,Relational,2013-10-21,Female,Own,Intermediate,2026-05-21,Overdue,English,2531,2025-08-19,16.56,Miller,0.0,2027-05-27,0,,2026-05-20,Moderate,Tier 3,Onboarding,12%,181287696,Medium-Term,,2022-01-15,,,,,,F,,,,,Finance,Female,Female,Referral,Address,29.4629,-98.5061,San Antonio Hills,United States,Address,29.456,-98.506,(754) 847-3033,77038,TX,488 Birch Rd,she/her,Ms,,,,,,,,,,,,,,C,
HYDRATE-RT-000057,ACCT-000057,,,,,,,,,,https://cust360-photos.example.com/001am00002A8UYXAA3.jpg,,,,,,,,,,(481) 244-4526,Excellent,Email;Text,Phone,United States,Fair,592,Relational,2014-01-04,Female,Own,Beginner,2026-05-26,Overdue,English,7089,2025-06-03,143.78,Miller,0.0,2026-11-23,0,,2026-05-20,Conservative,Tier 3,Onboarding,22%,229355346,Short-Term,,2004-12-18,,,,,,U,,,,,Engineering,Female,Female,Referral,Address,29.9859,-90.0387,New Orleans Heights,United States,Address,29.9975,-90.118,(997) 992-6021,70177,LA,3287 Pine Way,she/her,Mrs,,,,,,,,,,,,,,C,
HYDRATE-RT-000058,ACCT-000058,,,,,,,,,,https://cust360-photos.example.com/001am00002A8UYYAA3.jpg,,,,,,,,,,(401) 378-2985,Excellent,Email;Text,Email,United States,Good,724,Relational,2015-03-12,Female,Own,Intermediate,2026-05-26,Overdue,English,0464,2025-08-03,315.8,Jackson,0.0,2026-11-23,1,,2026-05-20,Moderate,Tier 3,Onboarding,22%,818183154,Medium-Term,,2007-12-22,,,,,,X,,,,,Other,Female,Female,Web,Address,36.1308,-96.0394,Tulsa Hills,United States,Address,36.139,-95.9963,(804) 760-8655,73110,OK,1100 Elm Ave,she/her,Ms,,,,,,,,,,,,,,C,
HYDRATE-RT-000059,ACCT-000059,,,,,,,,,,https://cust360-photos.example.com/001am00002A8UYZAA3.jpg,,,,,,,,,,(656) 198-6804,Excellent,Email;Text,Email,United States,Fair,665,Relational,2009-01-03,Male,Own,Intermediate,2026-05-26,Overdue,English,2674,2025-09-12,200.7,Lopez,0.0,2026-11-23,2,,2026-05-20,Moderate,Tier 3,Onboarding,22%,161016800,Medium-Term,,1998-02-09,,,,,,C,,,,,Engineering,Male,Male,Referral,Address,37.6671,-97.3071,Wichita Heights,United States,Address,37.6598,-97.3332,(873) 454-0377,67210,KS,102 Chestnut St,he/him,Mr,,,,,,,,,,,,,,C,
HYDRATE-RT-000060,ACCT-000060,,,,,,,,,,https://cust360-photos.example.com/001am00002A8UYaAAN.jpg,,,,,,,,,,(934) 865-1605,Excellent,Email;Text,Text,United States,Fair,633,Relational,2019-05-04,Female,Rent,Experienced,2026-05-26,Overdue,English,1322,2026-05-06,159.84,Lopez,0.0,2027-05-27,0,,2026-05-20,Aggressive,Tier 3,Onboarding,12%,503564082,Long-Term,,2016-07-28,,,,,,U,,,,,Operations,Female,Female,Other,Address,32.7164,-97.1324,Arlington Plaza,United States,Address,32.6985,-97.0937,(892) 020-5187,77023,TX,1100 Pine Ave,she/her,Mrs,,,,,,,,,,,,,,C,
HYDRATE-RT-000061,ACCT-000061,,,,,,,,,,https://cust360-photos.example.com/001am00002A8UYbAAN.jpg,,,,,,,,,,(884) 876-2471,Excellent,Email;Text,Mail,United States,Good,714,Relational,1989-01-06,Female,Own,Intermediate,2026-05-20,Overdue,English,6429,2026-05-08,82.64,Hernandez,0.0,2026-11-23,1,,2026-05-20,Moderate,Tier 3,Onboarding,22%,666098592,Medium-Term,,2023-05-22,,,,,,O,,,,,Engineering,Female,Female,Partner,Address,33.4755,-112.0562,Tucson,United States,Address,32.2252,-110.9323,(306) 950-9447,85083,AZ,47 Cedar Ln,she/her,Mrs,,,,,,,,,,,,,,C,
HYDRATE-RT-000062,ACCT-000062,,,,,,,,,,https://cust360-photos.example.com/001am00002A8UYcAAN.jpg,,,,,,,,,,(230) 209-7565,Excellent,Email;Text,Email,United States,Fair,658,Relational,2023-11-04,Female,Rent,Beginner,2026-05-20,Overdue,English,1870,2025-10-09,190.58,Hernandez,0.0,2026-11-23,0,,2026-05-20,Conservative,Tier 3,Onboarding,22%,929806176,Short-Term,,,,,,,,X,,,,,Operations,Female,Female,Referral,Address,32.2384,-110.942,Tucson Heights,United States,Address,32.2235,-110.9742,(508) 505-7282,85024,AZ,2014 Chestnut Way,she/her,Mrs,,,,,,,,,,,,,,C,
HYDRATE-RT-000063,ACCT-000063,,,,,,,,,,https://cust360-photos.example.com/001am00002A8UYdAAN.jpg,,,,,,,,,,(858) 927-9440,Excellent,Email;Text,Email,United States,Fair,636,Relational,2021-07-11,Female,Rent,Beginner,2026-05-23,Overdue,English,6131,2025-08-03,266.68,Johnson,0.0,2026-11-23,0,,2026-05-20,Conservative,Tier 3,Onboarding,24%,947071190,Short-Term,,2020-03-17,,,,,,R,,,,,Other,Female,Female,Web,Address,41.846,-87.6297,Springfield,United States,Address,41.8704,-87.6769,(880) 067-9215,60674,IL,47 Maple St,she/her,Hon,,,,,,,,,,,,,,C,
HYDRATE-RT-000064,ACCT-000064,,,,,,,,,,https://cust360-photos.example.com/001am00002A8UYeAAN.jpg,,,,,,,,,,(659) 524-2336,Excellent,Email;Text,Email,United States,Fair,664,Relational,2010-07-22,Male,Own,Intermediate,2026-05-27,Overdue,English,6512,2026-02-05,95.08,Miller,0.0,2026-11-23,0,,2026-05-20,Moderate,Tier 3,Onboarding,22%,190417979,Medium-Term,,,,,,,,N,,,,,Engineering,Male,Male,Referral,Address,38.2867,-85.7432,Louisville Heights,United States,Address,38.2367,-85.7924,(918) 180-0305,40220,KY,47 Sycamore Blvd,he/him,Dr,,,,,,,,,,,,,,C,
HYDRATE-RT-000065,ACCT-000065,,,,,,,,,,https://cust360-photos.example.com/001am00002A8UYfAAN.jpg,,,,,,,,,,(255) 630-9528,Excellent,Email;Text,Text,United States,Fair,619,Relational,2014-11-22,Female,Rent,Intermediate,2026-05-20,Overdue,English,5376,2025-12-01,82.03,Williams,0.0,2027-05-27,0,,2026-05-20,Moderate,Tier 3,Onboarding,12%,568791317,Medium-Term,,,,,,,,Q,,,,,Marketing,Female,Female,Referral,Address,43.0807,-87.9174,Milwaukee Plaza,United States,Address,42.9905,-87.8776,(774) 273-3936,53279,WI,47 Sycamore Rd,she/her,Mrs,,,,,,,,,,,,,,C,
HYDRATE-RT-000066,ACCT-000066,,,,,,,,,,https://cust360-photos.example.com/001am00002A8UYgAAN.jpg,,,,,,,,,,(337) 915-8481,Excellent,Email;Text,Email,United States,Good,701,Relational,2026-02-19,Female,Own,Intermediate,2026-05-21,Overdue,English,2784,2025-12-12,173.5,Johnson,0.0,2026-11-23,1,,2026-05-20,Moderate,Tier 3,Onboarding,22%,299645359,Medium-Term,,2024-07-26,,,,,,F,,,,,Finance,Female,Female,Referral,Address,43.0789,-87.8675,Milwaukee Center,United States,Address,42.9963,-87.9578,(291) 540-6369,53233,WI,731 Willow Ave,she/her,Ms,,,,,,,,,,,,,,C,
HYDRATE-RT-000067,ACCT-000067,,,,,,,,,,https://cust360-photos.example.com/001am00002A8UYhAAN.jpg,,,,,,,,,,(220) 164-6037,Poor,Email;Text,Phone,United States,Good,710,Relational,1996-04-12,Female,Own,Beginner,2026-05-20,Overdue,English,4392,2026-05-25,201.75,Lopez,0.0,2026-11-23,1,,2026-05-20,Conservative,Tier 3,Onboarding,22%,255005678,Short-Term,,2018-06-09,,,,,,Q,,,,,Other,Female,Female,Other,Address,32.7951,-97.3015,Fort Worth Park,United States,Address,32.7289,-97.3642,(220) 397-1818,77039,TX,47 Walnut Rd,she/her,Ms,,,,,,,,,,,,,,C,
HYDRATE-RT-000068,ACCT-000068,,,,,,,,,,https://cust360-photos.example.com/001am00002A8UYiAAN.jpg,,,,,,,,,,(364) 608-5675,Excellent,Email;Text,Mail,United States,Poor,576,Relational,2023-01-21,Male,Rent,Experienced,2026-05-24,Overdue,English,0436,2026-01-05,77.81,Thomas,0.0,2027-05-27,1,,2026-05-20,Aggressive,Tier 3,Onboarding,12%,444443289,Long-Term,,2011-10-06,,,,,,K,,,,,Other,Male,Male,Referral,Address,45.5046,-122.6395,Portland Plaza,United States,Address,45.4907,-122.6783,(396) 935-9497,97268,OR,245 Elm Ave,he/him,Mr,,,,,,,,,,,,,,C,
HYDRATE-RT-000069,ACCT-000069,,,,,,,,,,https://cust360-photos.example.com/001am00002A8UYjAAN.jpg,,,,,,,,,,(995) 601-5924,Poor,Email;Text,Email,United States,Poor,549,Relational,2025-03-12,Female,Rent,Intermediate,2026-05-20,Overdue,English,3866,2025-10-21,15.41,Davis,0.0,2027-05-27,0,,2026-05-20,Moderate,Tier 3,Onboarding,12%,194644000,Medium-Term,,1998-12-14,,,,,,A,,,,,Finance,Female,Female,Phone Inquiry,Address,38.7988,-104.8506,Colorado Springs Plaza,United States,Address,38.8296,-104.7984,(778) 463-6642,80255,CO,47 Cedar Ave,she/her,Mrs,,,,,,,,,,,,,,C,
HYDRATE-RT-000070,ACCT-000070,,,,,,,,,,https://cust360-photos.example.com/001am00002A8UYkAAN.jpg,,,,,,,,,,(735) 309-3248,Excellent,Email;Text,Phone,United States,Very Good,768,Relational,2007-10-31,Female,Rent,Intermediate,2026-05-24,Overdue,English,5115,2026-04-06,25.42,Williams,0.0,2026-11-23,0,,2026-05-20,Moderate,Tier 3,Onboarding,22%,738793422,Medium-Term,,2021-12-30,,,,,,M,,,,,Engineering,Female,Female,Web,Address,42.2828,-83.0127,Detroit Heights,United States,Address,42.3119,-83.0359,(958) 659-6874,48244,MI,1100 Sycamore St,she/her,Mrs,,,,,,,,,,,,,,C,
HYDRATE-RT-000071,ACCT-000071,,,,,,,,,,https://cust360-photos.example.com/001am00002A8UYlAAN.jpg,,,,,,,,,,(604) 569-1732,Excellent,Email;Text,Mail,United States,Poor,496,Relational,2023-03-30,Female,Own,Intermediate,2026-05-25,Overdue,English,1669,2026-01-18,89.69,Davis,0.0,2027-05-27,0,,2026-05-20,Moderate,Tier 3,Onboarding,12%,691336149,Medium-Term,,,,,,,,Y,,,,,Finance,Female,Female,Web,Address,32.8072,-97.366,Fort Worth Hills,United States,Address,32.8074,-97.3567,(340) 522-7734,77020,TX,2014 Walnut Rd,she/her,Ms,,,,,,,,,,,,,,C,
HYDRATE-RT-000072,ACCT-000072,,,,,,,,,,https://cust360-photos.example.com/001am00002A8UYmAAN.jpg,,,,,,,,,,(876) 024-6333,Excellent,Email;Text,Text,United States,Poor,568,Relational,2014-01-12,Female,Own,Beginner,2026-05-24,Overdue,English,6680,2025-07-26,219.25,Johnson,0.0,2026-11-23,0,,2026-05-20,Conservative,Tier 3,Onboarding,22%,952302712,Short-Term,,,,,,,,B,,,,,HR,Female,Female,Other,Address,35.5034,-97.5324,Oklahoma City Center,United States,Address,35.4946,-97.4874,(473) 161-3263,73189,OK,47 Pine Way,she/her,Ms,,,,,,,,,,,,,,C,
HYDRATE-RT-000073,ACCT-000073,,,,,,,,,,https://cust360-photos.example.com/001am00002A8UYnAAN.jpg,,,,,,,,,,(216) 191-9056,Poor,Email;Text,Text,United States,Good,694,Relational,1996-06-22,Male,Own,Experienced,2026-05-23,Overdue,English,2166,2025-10-12,102.88,Davis,0.0,2026-11-23,0,,2026-05-20,Aggressive,Tier 3,Onboarding,22%,008218979,Long-Term,,2020-02-01,,,,,,K,,,,,Customer Service,Male,Male,Web,Address,37.6575,-97.3834,Wichita Center,United States,Address,37.6417,-97.3449,(595) 762-9204,67289,KS,3287 Maple Way,he/him,Dr,,,,,,,,,,,,,,C,
HYDRATE-RT-000074,ACCT-000074,,,,,,,,,,https://cust360-photos.example.com/001am00002A8UYoAAN.jpg,,,,,,,,,,(363) 300-6938,Excellent,Email;Text,Phone,United States,Good,725,Relational,1990-08-17,Male,Own,Intermediate,2026-05-27,Overdue,English,0457,2025-06-04,862.42,Davis,0.0,2026-08-25,0,,2026-05-20,Moderate,Tier 2,Onboarding,24%,872778264,Medium-Term,,2022-03-21,,,,,,S,,,,,Marketing,Male,Male,Partner,Address,42.3851,-71.0514,Cambridge,United States,Address,42.3778,-71.0907,(856) 504-5061,02113,MA,102 Cedar Blvd,he/him,Mr,,,,,,,,,,,,,,B,
HYDRATE-RT-000075,ACCT-000075,,,,,,,,,,https://cust360-photos.example.com/001am00002A8UYpAAN.jpg,,,,,,,,,,(613) 263-5423,Poor,Email;Text,Email,United States,Good,670,Relational,2017-11-25,Female,Own,Intermediate,2026-05-22,Overdue,English,0946,2025-10-16,215.61,Jackson,0.0,2026-08-25,0,,2026-05-20,Moderate,Tier 2,Onboarding,24%,420438150,Medium-Term,,2009-10-14,,,,,,R,,,,,Marketing,Female,Female,Referral,Address,29.9425,-90.0538,New Orleans Heights,United States,Address,29.9804,-90.0579,(648) 868-4436,70125,LA,245 Maple Ln,she/her,Ms,,,,,,,,,,,,,,B,
HYDRATE-RT-000076,ACCT-000076,,,,,,,,,,https://cust360-photos.example.com/001am00002A8UYqAAN.jpg,,,,,,,,,,(842) 091-3358,Poor,Email;Text,Phone,United States,Good,699,Relational,2003-09-25,Male,Own,Beginner,2026-05-26,Overdue,English,6292,2025-09-01,29.39,Hernandez,0.0,2026-11-23,1,,2026-05-20,Conservative,Tier 3,Onboarding,22%,325155746,Short-Term,,2014-03-08,,,,,,O,,,,,Operations,Male,Male,Referral,Address,39.9795,-75.1579,Philadelphia Plaza,United States,Address,39.9128,-75.1647,(755) 411-5336,19184,PA,3287 Oak Blvd,he/him,Dr,,,,,,,,,,,,,,C,
HYDRATE-RT-000077,ACCT-000077,,,,,,,,,,https://cust360-photos.example.com/001am00002A8UYrAAN.jpg,,,,,,,,,,(328) 022-3822,Excellent,Email;Text,Text,United States,Fair,596,Relational,2023-01-04,Female,Own,Intermediate,2026-05-24,Overdue,English,8663,2025-06-28,286.71,Taylor,0.0,2026-11-23,0,,2026-05-20,Moderate,Tier 3,Onboarding,22%,831357742,Medium-Term,,,,,,,,V,,,,,Finance,Female,Female,Web,Address,37.7508,-122.268,Oakland Plaza,United States,Address,37.7632,-122.2392,(420) 904-1663,90044,CA,102 Pine St,she/her,Ms,,,,,,,,,,,,,,C,
HYDRATE-RT-000078,ACCT-000078,,,,,,,,,,https://cust360-photos.example.com/001am00002A8UYsAAN.jpg,,,,,,,,,,(428) 431-0579,Excellent,Email;Text,Text,United States,Poor,568,Relational,2021-12-27,Female,Own,Intermediate,2026-05-23,Overdue,English,7148,2025-10-05,219.04,Smith,0.0,2026-11-23,0,,2026-05-20,Moderate,Tier 3,Onboarding,24%,823091079,Medium-Term,,,,,,,,X,,,,,Engineering,Female,Female,Phone Inquiry,Address,32.7692,-117.1286,Los Angeles,United States,Address,34.0622,-118.2829,(890) 769-5112,90026,CA,3287 Walnut Way,she/her,Ms,,,,,,,,,,,,,,C,
HYDRATE-RT-000079,ACCT-000079,,,,,,,,,,https://cust360-photos.example.com/001am00002A8UYtAAN.jpg,,,,,,,,,,(868) 872-7365,Excellent,Email;Text,Email,United States,Good,689,Relational,2026-04-06,Male,Own,Intermediate,2026-05-25,Overdue,English,4231,2025-12-31,51.1,Jones,0.0,2026-11-23,1,,2026-05-20,Moderate,Tier 3,Onboarding,24%,032362274,Medium-Term,,2018-07-29,,,,,,Q,,,,,Engineering,Male,Male,Phone Inquiry,Address,32.7403,-96.846,Fort Worth,United States,Address,32.7125,-97.2975,(300) 220-6500,77098,TX,47 Cedar Ave,he/him,Mr,,,,,,,,,,,,,,C,
HYDRATE-RT-000080,ACCT-000080,,,,,,,,,,https://cust360-photos.example.com/001am00002A8UYuAAN.jpg,,,,,,,,,,(266) 708-9365,Excellent,Email;Text,Email,United States,Good,738,Relational,1999-10-30,Female,Own,Beginner,2026-05-26,Overdue,English,0390,2025-11-02,431.21,Moore,0.0,2026-08-25,1,,2026-05-20,Conservative,Tier 2,Onboarding,24%,823650891,Short-Term,,2007-04-18,,,,,,C,,,,,Marketing,Female,Female,Referral,Address,39.2645,-76.6098,Baltimore Hills,United States,Address,39.2661,-76.5698,(438) 501-2332,21215,MD,3287 Birch Rd,she/her,Ms,,,,,,,,,,,,,,B,
HYDRATE-RT-000081,ACCT-000081,,,,,,,,,,https://cust360-photos.example.com/001am00002A8UYvAAN.jpg,,,,,,,,,,(366) 054-0056,Excellent,Email;Text,Mail,United States,Fair,633,Relational,2025-12-26,Male,Rent,Beginner,2026-05-22,Overdue,English,3419,2025-10-01,296.41,Moore,0.0,2026-11-23,0,,2026-05-20,Conservative,Tier 3,Onboarding,22%,479686907,Short-Term,,2025-02-02,,,,,,G,,,,,Finance,Male,Male,Referral,Address,32.7191,-97.3418,Fort Worth Hills,United States,Address,32.7578,-97.3192,(789) 442-9371,77054,TX,488 Oak St,he/him,Mr,,,,,,,,,,,,,,C,
HYDRATE-RT-000082,ACCT-000082,,,,,,,,,,https://cust360-photos.example.com/001am00002A8UYwAAN.jpg,,,,,,,,,,(626) 677-7445,Excellent,Email;Text,Email,United States,Good,675,Relational,2003-05-16,Male,Own,Intermediate,2026-05-20,Overdue,English,5087,2026-05-02,255.51,Moore,0.0,2026-11-23,0,,2026-05-20,Moderate,Tier 3,Onboarding,22%,346200398,Medium-Term,,2020-01-18,,,,,,K,,,,,Other,Male,Male,Partner,Address,32.2421,-110.9208,Tucson Center,United States,Address,32.1747,-110.8919,(782) 819-7896,85006,AZ,47 Elm Rd,he/him,Mr,,,,,,,,,,,,,,C,
HYDRATE-RT-000083,ACCT-000083,,,,,,,,,,https://cust360-photos.example.com/001am00002A8UYxAAN.jpg,,,,,,,,,,(607) 022-3785,Excellent,Email;Text,Phone,United States,Fair,660,Relational,1999-04-27,Female,Rent,Intermediate,2026-05-23,Overdue,English,1121,2025-12-17,134.08,Thomas,0.0,2026-11-23,0,,2026-05-20,Moderate,Tier 3,Onboarding,24%,278532121,Medium-Term,,2019-04-19,,,,,,C,,,,,Customer Service,Female,Female,Referral,Address,41.224,-95.9092,Omaha Heights,United States,Address,41.2828,-95.9046,(356) 290-2241,68136,NE,731 Pine Rd,she/her,Mrs,,,,,,,,,,,,,,C,
HYDRATE-RT-000084,ACCT-000084,,,,,,,,,,https://cust360-photos.example.com/001am00002A8UYyAAN.jpg,,,,,,,,,,(393) 148-9888,Excellent,Email;Text,Email,United States,Fair,641,Relational,2024-07-10,Male,Rent,Intermediate,2026-05-22,Overdue,English,1077,2025-09-05,26.94,Brown,0.0,2026-11-23,1,,2026-05-20,Moderate,Tier 3,Onboarding,22%,711001402,Medium-Term,,2008-03-28,,,,,,O,,,,,Other,Male,Male,Partner,Address,35.789,-78.66,Raleigh Park,United States,Address,35.8272,-78.6846,(809) 818-7599,28272,NC,731 Cedar Ave,he/him,Mr,,,,,,,,,,,,,,C,
HYDRATE-RT-000085,ACCT-000085,,,,,,,,,,https://cust360-photos.example.com/001am00002A8UYzAAN.jpg,,,,,,,,,,(369) 435-5522,Poor,Email;Text,Text,United States,Fair,660,Relational,2016-08-06,Male,Rent,Experienced,2026-05-21,Overdue,English,5180,2025-07-02,87.78,Williams,0.0,2027-05-27,0,,2026-05-20,Aggressive,Tier 3,Onboarding,12%,533699842,Long-Term,,2023-01-22,,,,,,A,,,,,Customer Service,Male,Male,Partner,Address,38.8848,-76.9905,Washington Center,United States,Address,38.8952,-77.0274,(635) 554-5961,20098,DC,245 Birch Ave,he/him,Mr,,,,,,,,,,,,,,C,
HYDRATE-RT-000086,ACCT-000086,,,,,,,,,,https://cust360-photos.example.com/001am00002A8UZ0AAN.jpg,,,,,,,,,,(271) 677-5453,Excellent,Email;Text,Email,United States,Fair,619,Relational,2024-10-17,Female,Own,Beginner,2026-05-21,Overdue,English,9915,2025-07-13,88.93,Moore,0.0,2027-05-27,0,,2026-05-20,Conservative,Tier 3,Onboarding,12%,398084925,Short-Term,,1999-01-25,,,,,,N,,,,,Customer Service,Female,Female,Partner,Address,36.1172,-86.8229,Nashville Hills,United States,Address,36.1555,-86.7499,(360) 891-4306,37279,TN,47 Sycamore Blvd,she/her,Ms,,,,,,,,,,,,,,C,
HYDRATE-RT-000087,ACCT-000087,,,,,,,,,,https://cust360-photos.example.com/001am00002A8UZ1AAN.jpg,,,,,,,,,,(283) 663-7915,Excellent,Email;Text,Email,United States,Poor,563,Relational,2017-03-11,Female,Rent,Intermediate,2026-05-24,Overdue,English,4332,2025-09-24,46.76,Johnson,0.0,2027-05-27,0,,2026-05-20,Moderate,Tier 3,Onboarding,22%,343990066,Medium-Term,,,,,,,,O,,,,,Finance,Female,Female,Web,Address,38.5978,-121.5078,Sacramento Heights,United States,Address,38.6162,-121.5254,(370) 597-8900,90077,CA,488 Oak Blvd,she/her,Ms,,,,,,,,,,,,,,C,
HYDRATE-RT-000088,ACCT-000088,,,,,,,,,,https://cust360-photos.example.com/001am00002A8UZ2AAN.jpg,,,,,,,,,,(223) 011-0878,Excellent,Email;Text,Email,United States,Good,739,Relational,2015-09-21,Female,Own,Intermediate,2026-05-25,Overdue,English,8669,2026-05-11,21.71,Wilson,0.0,2026-11-23,0,,2026-05-20,Moderate,Tier 3,Onboarding,22%,270371115,Medium-Term,,,,,,,,V,,,,,HR,Female,Female,Web,Address,32.7991,-97.2854,Fort Worth Park,United States,Address,32.7665,-97.3306,(862) 343-9868,77039,TX,488 Pine Way,she/her,Ms,,,,,,,,,,,,,,C,
HYDRATE-RT-000089,ACCT-000089,,,,,,,,,,https://cust360-photos.example.com/001am00002A8UZ3AAN.jpg,,,,,,,,,,(925) 301-1165,Excellent,Email;Text,Email,United States,Good,676,Relational,2012-08-30,Male,Own,Intermediate,2026-05-21,Overdue,English,6655,2026-03-04,262.67,Garcia,0.0,2026-11-23,0,,2026-05-20,Moderate,Tier 3,Onboarding,22%,427665442,Medium-Term,,2017-04-01,,,,,,I,,,,,Operations,Male,Male,Web,Address,35.465,-97.5638,Oklahoma City Heights,United States,Address,35.5109,-97.5477,(271) 543-1194,73168,OK,488 Maple St,he/him,Mr,,,,,,,,,,,,,,C,
HYDRATE-RT-000090,ACCT-000090,,,,,,,,,,https://cust360-photos.example.com/001am00002A8UZ4AAN.jpg,,,,,,,,,,(859) 662-7546,Excellent,Email;Text,Email,United States,Fair,667,Relational,2013-04-14,Female,Rent,Intermediate,2026-05-24,Overdue,English,7495,2025-12-12,497.52,Brown,0.0,2026-11-23,2,,2026-05-20,Moderate,Tier 3,Onboarding,24%,118552058,Medium-Term,,2022-05-25,,,,,,I,,,,,Other,Female,Female,Other,Address,38.6141,-121.4653,Sacramento Hills,United States,Address,38.5867,-121.5013,(428) 631-5616,90026,CA,488 Maple St,she/her,Ms,,,,,,,,,,,,,,C,
HYDRATE-RT-000091,ACCT-000091,,,,,,,,,,https://cust360-photos.example.com/001am00002A8UZ5AAN.jpg,,,,,,,,,,(798) 705-2511,Excellent,Email;Text,Text,United States,Poor,518,Relational,2000-12-20,Female,Own,Intermediate,2026-05-20,Overdue,English,9322,2025-06-10,154.09,Moore,0.0,2027-05-27,2,,2026-05-20,Moderate,Tier 3,Onboarding,12%,821364837,Medium-Term,,2012-04-30,,,,,,Y,,,,,Legal,Female,Female,Phone Inquiry,Address,25.7763,-80.1592,Jacksonville,United States,Address,30.3208,-81.6405,(920) 428-3787,33170,FL,47 Walnut Way,she/her,Mrs,,,,,,,,,,,,,,C,
HYDRATE-RT-000092,ACCT-000092,,,,,,,,,,https://cust360-photos.example.com/001am00002A8UZ6AAN.jpg,,,,,,,,,,(900) 482-7421,Excellent,Email;Text,Email,United States,Good,717,Relational,2008-11-29,Female,Own,Beginner,2026-05-20,Overdue,English,4741,2025-12-09,69.99,Martin,0.0,2026-11-23,0,,2026-05-20,Conservative,Tier 3,Onboarding,22%,277574313,Short-Term,,2020-11-07,,,,,,V,,,,,Marketing,Female,Female,Web,Address,36.1196,-95.9793,Tulsa Park,United States,Address,36.1932,-95.9827,(641) 553-7807,73188,OK,1100 Pine Way,she/her,Ms,,,,,,,,,,,,,,C,
HYDRATE-RT-000093,ACCT-000093,,,,,,,,,,https://cust360-photos.example.com/001am00002A8UZ7AAN.jpg,,,,,,,,,,(388) 561-1669,Poor,Email;Text,Email,United States,Poor,574,Relational,1998-08-11,Female,Rent,Beginner,2026-05-22,Overdue,English,2620,2025-07-12,15.41,Taylor,0.0,2027-05-27,0,,2026-05-20,Conservative,Tier 3,Onboarding,12%,142410800,Short-Term,,2012-09-03,,,,,,W,,,,,Engineering,Female,Female,Web,Address,32.7888,-97.343,Fort Worth Plaza,United States,Address,32.7717,-97.3353,(235) 799-6784,77058,TX,102 Oak St,she/her,Ms,,,,,,,,,,,,,,C,
